unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,query_location,city,state,coordinates_final2,lat_final2,lon_final2,tconst,genres,run_time,avg_rating,numVotes,director1_nconst,director1_name,director2_nconst,director2_name,writer1_nconst,writer1_name,writer2_nconst,writer2_name,writer3_nconst,writer3_name
1863,Alcatraz,2012,Leavenworth from Filbert & Francisco St,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Jorge Garcia,,107.0,32.0,6.0,Leavenworth from Filbert Street & Francisco St,San Francisco,California,"37.80038864288569, -122.41751161497496",37.80038864288569,-122.4175116,tt1728102,"Action,Crime,Drama",60,6.9,40419.0,nm0070474,Jack Bender,nm0250267,Paul A. Edwards,nm1431939,Steven Lilien,nm0765438,Elizabeth Sarnoff,nm1674339,Bryan Wynbrandt
1865,Venom,2018,California St btwn Drumm and Sansome,Motorcycle/SUV chase scene,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,108.0,8.0,3.0,California St and Drumm,San Francisco,California,"37.793664, -122.39648",37.793664,-122.39648,tt1270797,"Action,Adventure,Sci-Fi",112,6.6,548434.0,nm0281508,Ruben Fleischer,,,nm0684374,Jeff Pinkner,nm0003298,Scott Rosenberg,nm0545150,Kelly Marcel
1866,The Dead Pool,1988,"The Cannery (281 Leavenworth Street, Fisherman's Wharf)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,20.0,36.0,10.0,281 Leavenworth Street,San Francisco,California,"37.782883, -122.414086",37.782883,-122.414086,tt0094963,"Action,Crime,Mystery",91,6.3,49768.0,nm0887174,Buddy Van Horn,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0788975,Steve Sharon
1867,40 Days and 40 Nights,2002,"The Walden House, Buena Vista Park","Established in 1867, Buena Vista Park is the oldest official park in San Francisco.",Miramax Films,Miramax Films,Michael Lehmann,Robert Perez,Josh Hartnett,Shaynnyn Sossamon,,112.0,5.0,5.0,"The Walden House, Buena Vista Park",San Francisco,California,"37.769185966869415, -122.44317912839036",37.769185966869415,-122.4431791,tt0243736,"Comedy,Romance",96,5.6,76296.0,nm0499724,Michael Lehmann,,,nm0673608,Rob Perez,,,,
1868,Surface,2022,Francisco Street between Leavenworth and Hyde,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,106.0,23.0,3.0,Francisco Street and Leavenworth,San Francisco,California,"37.804083, -122.418362",37.804083,-122.418362,tt13694702,"Drama,Mystery,Thriller",48,6.3,5235.0,nm0589284,Sam Miller,nm3604358,Ed Lilly,nm1957892,Leigh Ann Biety,nm9349624,Raven Jackson,nm5535928,Glenise Mullins
1869,Hereafter,2010,1160 Taylor Street,,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,,16.0,21.0,3.0,1160 Taylor Street,San Francisco,California,"37.793262, -122.412628",37.793262,-122.412628,tt1212419,"Drama,Fantasy,Romance",129,6.5,96009.0,nm0000142,Clint Eastwood,,,nm0604948,Peter Morgan,,,,
1870,Tales of the City,2019,Valencia btwn 16th and 17th St,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,,,,Valencia and 16th,San Francisco,California,"37.7648921646493, -122.42190763215989",37.76489216,-122.4219076,tt7087260,Drama,60,7.4,9171.0,nm0693561,Alan Poul,nm1036574,Silas Howard,nm10399659,Hansol Jung,nm0560945,Armistead Maupin,nm10399660,Thomas Page McBee
1871,Foul Play,1978,Sutter & Baker Streets,,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,103.0,30.0,6.0,Sutter street & Baker street,San Francisco,California,"37.784834, -122.443199",37.784834,-122.443199,tt0077578,"Comedy,Mystery,Thriller",116,6.8,17220.0,nm0383359,Colin Higgins,,,nm0383359,Colin Higgins,,,,
1872,Hereafter,2010,Hobart Building (582 Market Street),,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,,108.0,8.0,10.0,582 Market Street,San Francisco,California,"37.789488, -122.40161",37.789488,-122.40161,tt1212419,"Drama,Fantasy,Romance",129,6.5,96009.0,nm0000142,Clint Eastwood,,,nm0604948,Peter Morgan,,,,
1873,Pushing Dead,2016,"Daniel's Pharmacy, 943 Geneva Ave",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,90.0,7.0,1.0,943 Geneva Ave,San Francisco,California,"37.716356, -122.44032",37.716356,-122.44032,tt4572984,"Comedy,Drama",110,6.4,476.0,nm0114810,Tom E. Brown,,,nm0114810,Tom E. Brown,,,,
1874,The Woman In Red,1984,Montgomery Street at Union Street,,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,18.0,23.0,3.0,Montgomery Street & Union Street,San Francisco,California,"37.801042, -122.404443",37.801042,-122.404443,tt0088414,,,,,nm0000698,Gene Wilder,,,nm0196362,Jean-Loup Dabadie,nm0002216,Yves Robert,nm0000698,Gene Wilder
1875,Jade,1995,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,16.0,21.0,3.0,950 Mason Street,San Francisco,California,"37.792361, -122.410234",37.792361,-122.410234,tt0113451,"Crime,Drama,Thriller",95,5.3,14521.0,nm0001243,William Friedkin,,,nm0000390,Joe Eszterhas,,,,
1876,Boys and Girls,2000,Fisherman's Wharf,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,99.0,23.0,3.0,Fisherman's Wharf,San Francisco,California,"37.808222, -122.415807",37.808222,-122.415807,tt0204175,"Comedy,Drama,Romance",94,5.4,17703.0,nm0410769,Robert Iscove,,,nm0523198,Andrew Lowery,nm0587884,Andrew Miller,,
1877,Getting Even with Dad,1994,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,106.0,23.0,3.0,666 Filbert Street,San Francisco,California,"37.801501, -122.410213",37.801501,-122.410213,tt0109891,"Comedy,Crime,Family",109,4.9,8821.0,nm0222043,Howard Deutch,,,nm0662678,Tom S. Parker,nm0421084,Jim Jennewein,,
1878,Invasion of the Body Snatchers,1978,"Bimbo's 365 Club (1025 Columbus Avenue, North Beach)",,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,107.0,32.0,3.0,1025 Columbus Avenue,San Francisco,California,"37.803739, -122.415653",37.803739,-122.415653,tt0077745,"Horror,Sci-Fi",115,7.4,72248.0,nm0442241,Philip Kaufman,,,nm0725379,W.D. Richter,nm0278277,Jack Finney,,
1879,"Looking ""Special""",2016,"The Stud, 399 9th Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,32.0,34.0,10.0,399 9th Street,San Francisco,California,"37.772805, -122.409997",37.772805,-122.409997,tt4552118,,,,,nm0354091,Andrew Haigh,,,nm0354091,Andrew Haigh,nm2328145,Michael Lannan,,
1880,DEVS,2020,Filbert btwn Powell and Stockton,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,106.0,23.0,3.0,Filbert and Powell,San Francisco,California,"37.80127906095934, -122.41113194934228",37.80127906095934,-122.4111319,tt8134186,,,,,nm0307497,Alex Garland,,,nm0307497,Alex Garland,,,,
1881,Magnum Force,1973,Embarcadero Freeway,demolished,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,99.0,23.0,3.0,Embarcadero Freeway,San Francisco,California,"37.80061782886276, -122.39857921253356",37.80061782886276,-122.3985792,tt0070355,"Action,Crime,Mystery",124,7.2,67758.0,nm0692872,Ted Post,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0587518,John Milius
1882,Time After Time,1979,2340 Francisco Street,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,17.0,13.0,6.0,2340 Francisco Street,San Francisco,California,"37.801086, -122.443895",37.801086,-122.443895,tt0080025,"Adventure,Drama,Sci-Fi",112,7.0,20923.0,nm0583292,Nicholas Meyer,,,nm7375907,Karl Alexander,nm0371051,Steve Hayes,nm0583292,Nicholas Meyer
1883,Pleasure of His Company,1961,2700 Vallejo Street (Pacific Heights),,Perlsea Company,Parmaount Pictures,George Seaton,Samuel A. Taylor,Fred Astaire,Debbie Reynolds,Lilli Palmer,102.0,30.0,6.0,2700 Vallejo Street,San Francisco,California,"37.794632, -122.442026",37.794632,-122.442026,tt0055307,,,,,nm0780833,George Seaton,,,nm0804224,Cornelia Otis Skinner,nm0853138,Samuel A. Taylor,,
1884,The Conversation,1974,"Saks Fifth Avenue (384 Post Street, Union Square)",,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,19.0,8.0,3.0,384 Post Street,San Francisco,California,"37.788571, -122.408158",37.788571,-122.408158,tt0071360,"Drama,Mystery,Thriller",113,7.7,124029.0,nm0000338,Francis Ford Coppola,,,nm0000338,Francis Ford Coppola,,,,
1885,The Conversation,1974,Financial District,,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,108.0,6.0,3.0,Financial District,San Francisco,California,"37.793648, -122.39894",37.793648,-122.39894,tt0071360,"Drama,Mystery,Thriller",113,7.7,124029.0,nm0000338,Francis Ford Coppola,,,nm0000338,Francis Ford Coppola,,,,
1886,All About Eve,1950,Curran Theater (445 Geary Street),Called the Shubert Theatre in the film.,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Joseph L. Mankiewicz,Joseph L. Mankiewicz,Bette Davis,Anne Baxter,George Sanders,20.0,36.0,3.0,445 Geary Street,San Francisco,California,"37.786773, -122.410581",37.786773,-122.410581,tt0042192,Drama,138,8.2,140378.0,nm0000581,Joseph L. Mankiewicz,,,nm0000581,Joseph L. Mankiewicz,nm0650581,Mary Orr,,
1887,Invasion of the Body Snatchers,1978,"Department of Public Health (101 Grove Street at Polk, Civic Center)",,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,21.0,36.0,10.0,101 Grove Street,San Francisco,California,"37.77823834020719, -122.41845659156786",37.77823834020719,-122.41845659156786,tt0077745,"Horror,Sci-Fi",115,7.4,72248.0,nm0442241,Philip Kaufman,,,nm0725379,W.D. Richter,nm0278277,Jack Finney,,
1888,Guess Who's Coming to Dinner,1967,San Francisco International Airport,SFO has a museum dedicated to aviation history.,Columbia Pictures Corporation,Columbia Pictures,Stanley Kramer,William Rose,Spencer Tracy,Sidney Poitier,Katharine Hepburn,,,,San Francisco International Airport,San Francisco,California,"37.6168793499116, -122.38368735661076",37.6168793499116,-122.38368735661076,tt0061735,"Comedy,Drama",108,7.8,49658.0,nm0006452,Stanley Kramer,,,nm0741740,William Rose,,,,
1889,Blue Jasmine,2013,2178 Palou Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,82.0,1.0,9.0,2178 Palou Ave,San Francisco,California,"37.740733, -122.401728",37.740733,-122.401728,tt2334873,"Comedy,Drama,Romance",98,7.3,213880.0,nm0000095,Woody Allen,,,nm0000095,Woody Allen,,,,
1890,Age of Adaline,2015,Plate Shots SF streets various,,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,,Lee Toland Krieger,J. Mills Goodloe,Blake Lively,Harrison Ford,Ellen Burstyn,21.0,36.0,10.0,Plate Shots SF streets various,San Francisco,California,"37.775174920062376, -122.42585264395728",37.775174920062376,-122.4258526,tt1655441,,,,,nm1767218,Lee Toland Krieger,,,nm0328987,J. Mills Goodloe,nm3384330,Salvador Paskowitz,,
1891,The Sweetest Thing,2002,Golden Gate National Recreation Area,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Columbia Pictures Corp.,Columbia Pictures,Roger Kumble,Nancy M. Pimental,Cameron Diaz,Christina Applegate,,98.0,13.0,6.0,Golden Gate National Recreation Area,San Francisco,California,"37.84523231063754, -122.5285425043353",37.84523231063754,-122.5285425,tt0253867,"Comedy,Romance",84,5.2,63178.0,nm0474955,Roger Kumble,,,nm0683726,Nancy M. Pimental,,,,
1892,Nash Bridges,2021,Waverly Place between Clay and Washington,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,104.0,6.0,3.0,Waverly Place and Clay,San Francisco,California,"37.794201, -122.406841",37.794201,-122.406841,tt0115285,,,,,nm0153191,Jim Charleston,nm0066439,Greg Beeman,nm0193681,Carlton Cuse,nm0825988,Reed Steiner,nm0936210,John Wirth
1893,Bullitt,1968,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,54.0,20.0,9.0,1001 Potrero Avenue,San Francisco,California,"37.755703, -122.404866",37.755703,-122.404866,tt0062765,"Action,Crime,Thriller",114,7.4,76783.0,nm0946811,Peter Yates,,,nm0874450,Alan Trustman,nm0459067,Harry Kleiner,nm0279302,Robert L. Fish
1894,Chance - Season 1 Pilot,2016,"State Garage, 818 Leavenworth",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,50.0,21.0,3.0,"State Garage, 818 Leavenworth",San Francisco,California,"37.78872809639683, -122.41487777855554",37.78872809639683,-122.4148778,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
1895,Terminator - Genisys,2015,Powell St at Geary St,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,19.0,8.0,3.0,Powell St & Geary St,San Francisco,California,"37.78737, -122.408246",37.78737,-122.408246,tt1340138,,,,,nm0851930,Alan Taylor,,,nm0436164,Laeta Kalogridis,nm0527261,Patrick Lussier,nm0000116,James Cameron
1896,The Competition,1980,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,9.0,12.0,4.0,Golden Gate Park,San Francisco,California,"37.766058, -122.477414",37.766058,-122.477414,tt0080556,"Drama,Music,Romance",123,6.6,2920.0,nm0000713,Joel Oliansky,,,nm0000713,Joel Oliansky,nm0755266,William Sackheim,,
1897,The Phone/Jexi,2019,1151 Montgomery St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,18.0,23.0,3.0,1151 Montgomery St,San Francisco,California,"37.799828, -122.404406",37.799828,-122.404406,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
1898,Sense8 - Season 2,2016,Grant between Sacramento and Jack Kerouac Alley,,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,104.0,6.0,3.0,Grant and Sacramento,San Francisco,California,"37.793314807230516, -122.40642055303087",37.79331480723052,-122.4064206,tt2431438,,,,,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski,nm0833089,J. Michael Straczynski,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski
1899,Bitter Melon,2018,68 Dublin St,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,90.0,7.0,1.0,68 Dublin St,San Francisco,California,"37.719278, -122.425871",37.719278,-122.425871,tt7241800,"Comedy,Crime,Drama",110,5.8,199.0,nm2208558,H.P. Mendoza,,,nm2208558,H.P. Mendoza,,,,
1900,Sneakers,1992,The Embarcadero,,Universal Pictures,Universal Pictures,Phil Alden Robinson,Walter Parkes,Sydney Poitier,Robert Redford,,99.0,23.0,3.0,The Embarcadero,San Francisco,California,"37.806565, -122.40458",37.806565,-122.40458,tt0105435,"Comedy,Crime,Drama",126,7.1,63229.0,nm0004675,Phil Alden Robinson,,,nm0004675,Phil Alden Robinson,nm0489623,Lawrence Lasker,nm0662748,Walter F. Parkes
1901,A Night Full of Rain,1978,Broadway (North Beach),,Liberty Film,Warner Bros. Pictures,Lina Wertmuller,Lina Wertmuller,Candice Bergen,Giancarlo Gianni,,106.0,6.0,3.0,North Beach,San Francisco,California,"37.802185, -122.41291",37.802185,-122.41291,tt0077548,"Drama,Romance",104,6.1,351.0,nm0921631,Lina Wertmüller,,,nm0921631,Lina Wertmüller,,,,
1902,Sudden Impact,1983,Civic Center Plaza,,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,21.0,36.0,10.0,Civic Center Plaza,San Francisco,California,"37.779467, -122.417547",37.779467,-122.417547,tt0086383,"Action,Crime,Thriller",117,6.6,49449.0,nm0000142,Clint Eastwood,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0830472,Joseph Stinson
1903,The Lineup,1958,The Embarcadero,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,99.0,23.0,3.0,The Embarcadero,San Francisco,California,"37.806565, -122.40458",37.806565,-122.40458,tt0051866,"Crime,Drama,Film-Noir",86,7.3,4594.0,nm0796923,Don Siegel,,,nm0798103,Stirling Silliphant,nm0250930,Fred Eggers,nm1057748,Lawrence M. Klee
1904,Hulk,2003,Vallejo Street at Sansome,,Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,77.0,8.0,3.0,Vallejo Street & Sansome,San Francisco,California,"37.799385, -122.402435",37.799385,-122.402435,tt0286716,"Action,Sci-Fi",138,5.6,281160.0,nm0000487,Ang Lee,,,nm0498278,Stan Lee,nm0456158,Jack Kirby,nm0770005,James Schamus
1905,What's Up Doc?,1972,Hyde Street Pier,,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,99.0,32.0,6.0,Hyde Street Pier,San Francisco,California,"37.809001, -122.4212",37.809001,-122.4212,tt0069495,,,,,nm0000953,Peter Bogdanovich,,,nm0377750,Buck Henry,nm0628058,David Newman,nm0000914,Robert Benton
1906,The Dead Pool,1988,"Eber Electronics (2355 Market Street, Castro)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,38.0,5.0,5.0,2355 Market Street,San Francisco,California,"37.76286, -122.434193",37.76286,-122.434193,tt0094963,"Action,Crime,Mystery",91,6.3,49768.0,nm0887174,Buddy Van Horn,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0788975,Steve Sharon
1907,Birth of the Dragon,2016,Lands End Trail at Eagles Point/ Lincoln Park Golf Course,The character of Steve McKee was based on actor Steve McQueen who studied with Bruce Lee in the later 60's.,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia,7.0,17.0,4.0,Lands End Trail at Eagles Point/ Lincoln Park Golf Course,San Francisco,California,"37.78554522023805, -122.50002479746163",37.78554522023805,-122.5000248,tt2720826,"Action,Biography,Drama",95,5.7,8904.0,nm1079776,George Nolfi,,,nm0729151,Stephen J. Rivele,nm0929349,Christopher Wilkinson,nm15768028,Michael J. Dorgan
1908,A Taiwanese Tale of Two Cities,2018,Fulton St at Larkin St,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,21.0,36.0,10.0,Fulton St & Larkin St,San Francisco,California,"37.779585, -122.416814",37.779585,-122.416814,tt8893498,Drama,\N,6.4,181.0,nm4411141,Tien-Lun Yeh,,,nm7845930,Ling-Hui Chen,nm5489806,Nancy Chen,nm7214497,Chih-Chi Fan
1909,I’m A Virgo,2023,Kearny Street between Clay and Washington,,Bing Bang Productions Inc,Prime Video,Boots Riley,Boots Riley,Jharrel Jerome,Mike Epps,Carmen Ejogo,104.0,6.0,3.0,Kearny Street and Clay,San Francisco,California,"37.794462, -122.404793",37.794462,-122.404793,tt13649510,,,,,nm1108556,Boots Riley,,,nm1108556,Boots Riley,nm14605602,Whitney White,nm2309735,Tze Chun
1910,Etruscan Smile,2017,343 Union Street,,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,18.0,23.0,3.0,343 Union Street,San Francisco,California,"37.800773, -122.405106",37.800773,-122.405106,tt5459382,,,,,nm1729068,Oded Binnun,nm1729072,Mihal Brezis,nm1281083,José Luis Sampedro,nm1313340,Michael McGowan,nm1136655,Michal Lali Kagan
1911,"Murder in the First, Season 2",2015,901 Missouri Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,54.0,26.0,9.0,901 Missouri Street,San Francisco,California,"37.755821, -122.395144",37.755821,-122.395144,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
1912,Blue Jasmine,2013,Marina Green,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,17.0,13.0,6.0,Marina Green,San Francisco,California,"37.806549, -122.438274",37.806549,-122.438274,tt2334873,"Comedy,Drama,Romance",98,7.3,213880.0,nm0000095,Woody Allen,,,nm0000095,Woody Allen,,,,
1916,The Last Black Man in San Francisco,2019,California Street Hill btwn Jones and Larkin,,"LBMISF, LLC",A49,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,105.0,21.0,3.0,California Street Hill and Jones,San Francisco,California,"37.79137492297743, -122.41421953400311",37.79137492297743,-122.4142195,tt4353250,Drama,121,7.3,22171.0,nm7050300,Joe Talbot,,,nm8629338,Jimmie Fails,nm7050300,Joe Talbot,nm3635307,Rob Richert
1917,The Game,1997,Washington Street & Waverly Place (Chinatown),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,104.0,6.0,3.0,Chinatown,San Francisco,California,"37.795326, -122.40497",37.795326,-122.40497,tt0119174,"Drama,Mystery,Thriller",129,7.7,437217.0,nm0000399,David Fincher,,,nm0104335,John Brancato,nm0274905,Michael Ferris,,
1918,"Murder in the First, Season 1",2014,369 Embarcadero,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,108.0,8.0,3.0,369 Embarcadero,San Francisco,California,"37.79082992897978, -122.3892310573055",37.79082992897978,-122.3892310573055,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
1919,Summertime,2015,Stanyan & Belgrave,,"Creative Monster Productions, Inc.",8 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,114.0,14.0,11.0,Stanyan & Belgrave,San Francisco,California,"37.75945626676106, -122.45191372604137",37.75945626676106,-122.4519137,tt4080768,"Drama,Romance",105,6.7,5780.0,nm0181117,Catherine Corsini,,,nm0181117,Catherine Corsini,nm0689724,Laurette Polmanss,,
1920,The OA Part II,2019,Broadway Tunnel,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,107.0,21.0,3.0,Broadway Tunnel,San Francisco,California,"37.796589, -122.415764",37.796589,-122.415764,tt4635282,,,,,nm2610231,Zal Batmanglij,nm0354091,Andrew Haigh,nm2610231,Zal Batmanglij,nm1779870,Brit Marling,nm5505530,Dominic Orlando
1921,Star Trek IV: The Voyage Home,1986,Kearny & Pacific Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,106.0,6.0,3.0,Kearny street & Pacific street,San Francisco,California,"37.797111688648144, -122.40508341128678",37.797111688648144,-122.4050834,tt0092007,"Action,Adventure,Comedy",119,7.3,92486.0,nm0000559,Leonard Nimoy,,,nm0734472,Gene Roddenberry,nm0000559,Leonard Nimoy,nm0071790,Harve Bennett
1922,San Andreas,2015,Jefferson St. at Powell St.,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,99.0,23.0,3.0,Jefferson St. & Powell St.,San Francisco,California,"37.808586, -122.412528",37.808586,-122.412528,tt2126355,"Action,Adventure,Thriller",114,6.1,260350.0,nm0679031,Brad Peyton,,,nm0193681,Carlton Cuse,nm1061002,Andre Fabrizio,nm0664920,Jeremy Passmore
1923,Shit and Champagne,2020,Don Ramon's Restaurant - 225 11th St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,32.0,34.0,10.0,225 11th St,San Francisco,California,"37.77289025254512, -122.41506263400386",37.77289025254512,-122.41506263400386,tt13023550,,,,,nm1834647,D'Arcy Drollinger,,,nm1834647,D'Arcy Drollinger,,,,
